y,pred,absolute_error,relative_error
473.679992676,471.430480957,224.951171875,0.00474901124835
527.520019531,527.057983398,46.2036132812,0.000875864643604
450.119995117,454.761901855,-464.190673828,-0.0103125981987
490.950012207,497.43637085,-648.635864258,-0.0132118519396
446.290008545,450.503173828,-421.31652832,-0.00944042019546
366.880004883,380.946838379,-1406.68334961,-0.0383417829871
509.589996338,493.656829834,1593.31665039,0.0312666408718
527.340026855,533.585266113,-624.523925781,-0.0118429074064
413.190002441,418.038665771,-484.866333008,-0.0117347063497
445.010009766,442.572937012,243.707275391,0.00547644495964
501.619995117,502.605285645,-98.5290527344,-0.00196421705186
499.970001221,497.459594727,251.040649414,0.00502111436799
434.059997559,434.369445801,-30.9448242188,-0.000712915847544
474.239990234,462.19329834,1204.66918945,0.0254021007568
433.559997559,442.188781738,-862.878417969,-0.0199021678418
389.220001221,391.064117432,-184.411621094,-0.00473797926679
511.160003662,507.698242188,346.176147461,0.00677236355841
543.010009766,529.33404541,1367.59643555,0.0251854732633
454.829986572,441.165252686,1366.47338867,0.0300436075777
461.130004883,469.405059814,-827.505493164,-0.0179451666772
392.049987793,396.266021729,-421.603393555,-0.010753816925
442.589996338,450.952911377,-836.291503906,-0.0188954006881
444.309997559,444.986755371,-67.67578125,-0.00152316584717
474.200012207,460.446746826,1375.32653809,0.0290030892938
475.760009766,461.034484863,1472.55249023,0.0309515818954
442.950012207,448.520599365,-557.05871582,-0.0125761078671
453.339996338,452.464202881,87.5793457031,0.00193186895922
477.109985352,461.599822998,1551.01623535,0.0325085669756
464.760009766,468.246368408,-348.635864258,-0.00750141683966
407.459991455,422.466003418,-1500.60119629,-0.036828186363
545.41998291,550.878051758,-545.806884766,-0.0100070936605
471.470001221,474.209014893,-273.901367188,-0.00580951850861
480.850006104,481.388214111,-53.8208007812,-0.00111928465776
446.040008545,442.82510376,321.490478516,0.0072076600045
485.059997559,490.401580811,-534.158325195,-0.011012211442
438.799987793,425.505462646,1329.45251465,0.0302974600345
457.600006104,457.189331055,41.0675048828,0.000897454214282
529.400024414,536.200683594,-680.065917969,-0.0128459744155
421.040008545,437.83895874,-1679.89501953,-0.0398987010121
557.460021973,555.841552734,161.846923828,0.00290329195559
555.780029297,555.196228027,58.3801269531,0.00105041789357
421.440002441,424.815765381,-337.576293945,-0.00801006797701
512.219970703,508.065887451,415.408325195,0.00810995977372
463.269989014,463.602020264,-33.203125,-0.000716712209396
482.609985352,485.071075439,-246.109008789,-0.00509954243898
463.820007324,457.091705322,672.830200195,0.0145062776282
479.190002441,466.959075928,1223.09265137,0.0255241692066
429.470001221,429.43182373,3.81774902344,8.88944268809e-05
540.760009766,539.545349121,121.466064453,0.00224621011876
438.859985352,434.187438965,467.254638672,0.0106470091268
399.980010986,397.855041504,212.496948242,0.00531268911436
488.179992676,473.749664307,1443.03283691,0.0295594427735
443.670013428,442.287597656,138.241577148,0.00311586470343
426.869995117,441.222564697,-1435.25695801,-0.0336228124797
477.109985352,468.525238037,858.474731445,0.0179932247847
492.910003662,484.861419678,804.858398438,0.0163287092
450.809997559,462.865142822,-1205.51452637,-0.0267410781235
432.079986572,435.473297119,-339.331054688,-0.00785343162715
449.570007324,453.009521484,-343.951416016,-0.00765067525208
417.570007324,422.722717285,-515.270996094,-0.0123397512361
422.809997559,426.015350342,-320.53527832,-0.00758107146248
495.269989014,491.14743042,412.255859375,0.00832386128604
398.579986572,407.663879395,-908.389282227,-0.0227906387299
432.140014648,420.433288574,1170.67260742,0.0270901229233
503.709991455,496.521087646,718.890380859,0.0142719103023
456.540008545,453.856506348,268.350219727,0.00587791251019
430.600006104,439.766204834,-916.619873047,-0.0212870389223
464.690002441,464.379119873,31.0882568359,0.000669010682032
491.200012207,490.971069336,22.8942871094,0.000466088909889
479.820007324,496.153045654,-1633.30383301,-0.0340399257839
409.890014648,423.219909668,-1332.98950195,-0.0325206629932
496.220001221,478.09866333,1812.13378906,0.0365187563002
459.600006104,445.604736328,1399.52697754,0.030450977385
558.179992676,548.711914062,946.807861328,0.0169624108821
415.880004883,424.769927979,-888.99230957,-0.0213761739433
485.570007324,482.849212646,272.079467773,0.00560330040753
455.589996338,466.883087158,-1129.30908203,-0.0247878376395
540.969970703,530.458007812,1051.19628906,0.0194316934794
450.820007324,447.187469482,363.25378418,0.00805762317032
426.869995117,427.570648193,-70.0653076172,-0.0016413734993
430.579986572,428.823486328,175.650024414,0.0040793819353
401.890014648,409.910919189,-802.090454102,-0.0199579596519
478.269989014,476.399078369,187.091064453,0.00391182955354
446.269989014,459.383087158,-1311.30981445,-0.0293837785721
523.219970703,519.505981445,371.398925781,0.00709833251312
482.260009766,473.221130371,903.887939453,0.0187427513301
464.059997559,457.361663818,669.833374023,0.0144341979176
476.739990234,474.302886963,243.710327148,0.00511201750487
450.440002441,453.193634033,-275.36315918,-0.00611320370808
495.059997559,495.033172607,2.68249511719,5.41852532479e-05
410.359985352,416.687072754,-632.708740234,-0.0154183832929
462.079986572,444.992034912,1708.79516602,0.0369805060327
411.100006104,415.561676025,-446.166992188,-0.0108530037105
439.739990234,431.273590088,846.640014648,0.0192531961948
450.649993896,454.905670166,-425.567626953,-0.00944341812283
483.609985352,486.133056641,-252.307128906,-0.00521716149524
446.309997559,447.510650635,-120.065307617,-0.00269017741084
455.200012207,449.419219971,578.079223633,0.0126994550228
501.75,518.468505859,-1671.85058594,-0.033320389688
531.840026855,534.204101562,-236.407470703,-0.00444508623332
456.549987793,469.676635742,-1312.66479492,-0.0287518315017
455.350006104,456.808441162,-145.843505859,-0.00320288795047
420.649993896,428.144866943,-749.487304688,-0.0178173612803
452.019989014,452.939849854,-91.9860839844,-0.0020350003615
515.030029297,522.676879883,-764.685058594,-0.0148473875597
495.200012207,485.593170166,960.684204102,0.0193999223411
518.479980469,517.082946777,139.703369141,0.00269447942264
447.820007324,455.037017822,-721.701049805,-0.016115874052
447.410003662,445.108917236,230.108642578,0.00514312693849
477.489990234,470.119415283,737.057495117,0.0154360830784
546.700012207,537.282958984,941.705322266,0.0172252655029
521.210021973,529.789428711,-857.940673828,-0.0164605565369
401.630004883,415.941741943,-1431.17370605,-0.0356341339648
461.269989014,459.955627441,131.436157227,0.00284944078885
503.320007324,514.283874512,-1096.38671875,-0.0217830948532
428.519989014,426.514831543,200.51574707,0.00467926217243
420.179992676,419.354003906,82.5988769531,0.00196579750627
443.649993896,439.699676514,395.031738281,0.00890413019806
400.769989014,427.250457764,-2648.046875,-0.0660739839077
437.290008545,435.734832764,155.517578125,0.00355639448389
460.429992676,460.963195801,-53.3203125,-0.00115805468522
433.220001221,443.567779541,-1034.77783203,-0.0238857362419
484.279998779,478.971557617,530.844116211,0.0109615121037
437.329986572,441.316192627,-398.620605469,-0.00911486987025
507.130004883,511.620635986,-449.063110352,-0.00885498989373
549.109985352,537.567871094,1154.21142578,0.0210196767002
511.489990234,513.839660645,-234.967041016,-0.00459377607331
503.709991455,510.835388184,-712.539672852,-0.0141458315775
445.920013428,449.337799072,-341.778564453,-0.00766457105055
488.549987793,492.516357422,-396.636962891,-0.00811865646392
531.640014648,534.346923828,-270.690917969,-0.00509162060916
461.200012207,463.769561768,-256.954956055,-0.00557144312188
475.970001221,483.828979492,-785.897827148,-0.0165114998817
417.950012207,426.238372803,-828.83605957,-0.0198309849948
449.160003662,460.36618042,-1120.61767578,-0.0249491874129
462.190002441,461.046936035,114.306640625,0.00247315270826
537.780029297,524.412414551,1336.76147461,0.0248570311815
560.41998291,564.874145508,-445.416259766,-0.00794790126383
534.090026855,535.837463379,-174.743652344,-0.0032718013972
579.83001709,569.019104004,1081.09130859,0.0186449699104
387.0,412.349273682,-2534.92724609,-0.0655020028353
479.670013428,479.023834229,64.6179199219,0.00134713272564
467.829986572,481.32043457,-1349.0447998,-0.0288362186402
416.709991455,434.763092041,-1805.31005859,-0.0433229357004
448.510009766,435.113677979,1339.63317871,0.0298685226589
453.929992676,451.359008789,257.098388672,0.00566383358091
466.760009766,460.760528564,599.948120117,0.0128534603864
457.579986572,459.232757568,-165.277099609,-0.00361198280007
409.359985352,408.89541626,46.4569091797,0.00113486684859
454.059997559,454.84085083,-78.0853271484,-0.00171971390955
469.720001221,465.752471924,396.752929688,0.00844658352435
543.210021973,538.968261719,424.176025391,0.00780869275331
434.829986572,424.267486572,1056.25,0.0242911037058
491.269989014,486.265411377,500.457763672,0.0101870205253
446.5,455.429718018,-892.971801758,-0.0199993681163
409.010009766,411.084197998,-207.418823242,-0.00507124094293
520.489990234,524.527587891,-403.759765625,-0.00775730144233
588.299987793,576.573303223,1172.66845703,0.0199331715703
512.309997559,503.461578369,884.841918945,0.0172716118395
454.839996338,452.675842285,216.415405273,0.00475805578753
463.739990234,456.547637939,719.235229492,0.0155094498768
536.320007324,516.946838379,1937.31689453,0.0361224040389
414.489990234,431.734893799,-1724.49035645,-0.0416051149368
434.25,432.641021729,160.897827148,0.00370518886484
476.679992676,478.020843506,-134.085083008,-0.00281289522536
475.359985352,456.3777771,1898.2208252,0.0399322807789
416.260009766,423.783905029,-752.389526367,-0.0180749893188
495.940002441,488.930847168,700.915527344,0.0141330705956
502.670013428,493.382965088,928.704833984,0.0184754375368
412.380004883,418.455474854,-607.54699707,-0.0147326979786
461.739990234,459.337036133,240.295410156,0.00520412810147
523.16998291,514.069885254,910.009765625,0.0173941515386
475.170013428,477.820007324,-264.999389648,-0.00557693839073
407.630004883,405.309631348,232.037353516,0.00569235207513
513.270019531,497.501556396,1576.84631348,0.0307215750217
456.209991455,463.376800537,-716.680908203,-0.0157094523311
416.619995117,424.192596436,-757.260131836,-0.0181762799621
480.75,482.319061279,-156.90612793,-0.00326377805322
532.969970703,536.532226562,-356.225585938,-0.00668378360569
489.820007324,488.134063721,168.594360352,0.00344196567312
516.340026855,514.897583008,144.244384766,0.00279359286651
498.190002441,481.468322754,1672.16796875,0.0335648655891
467.489990234,469.893707275,-240.371704102,-0.00514175090939
435.019989014,436.11907959,-109.909057617,-0.00252652890049
460.630004883,461.053863525,-42.3858642578,-0.000920171558391
469.470001221,465.417480469,405.252075195,0.00863211881369
530.549987793,538.999694824,-844.970703125,-0.0159263163805
511.239990234,506.13293457,510.705566406,0.00998954661191
466.489990234,440.084747314,2640.52441406,0.0566040948033
517.66998291,497.776123047,1989.38598633,0.0384296178818
486.600006104,479.100250244,749.975585938,0.0154125681147
400.420013428,397.659790039,276.022338867,0.00689332047477
454.970001221,451.739044189,323.095703125,0.00710147246718
399.130004883,401.51373291,-238.372802734,-0.00597230996937
533.450012207,524.200927734,924.908447266,0.0173382405192
553.109985352,550.326171875,278.381347656,0.00503301993012
503.609985352,516.887268066,-1327.72827148,-0.026364216581
430.410003662,425.533111572,487.689208984,0.0113308057189
410.140014648,404.954315186,518.569946289,0.0126437293366
435.260009766,448.266174316,-1300.61645508,-0.0298813674599
417.200012207,406.042449951,1115.75622559,0.0267439167947
421.410003662,425.986175537,-457.6171875,-0.0108591914177
483.170013428,481.285339355,188.467407227,0.00390064367093
488.720001221,485.002838135,371.716308594,0.00760591542348
506.769989014,517.951904297,-1118.19152832,-0.0220650695264
385.690002441,393.18081665,-749.081420898,-0.0194218512625
537.020019531,531.514770508,550.524902344,0.010251478292
448.799987793,464.884918213,-1608.49304199,-0.0358398631215
505.730010986,514.619628906,-888.961791992,-0.0175777934492
543.020019531,543.682189941,-66.2170410156,-0.00121942174155
417.309997559,424.163543701,-685.354614258,-0.0164231527597
537.039978027,524.724182129,1231.57958984,0.0229327362031
520.289978027,529.598510742,-930.853271484,-0.0178910475224
415.320007324,417.425201416,-210.51940918,-0.00506884837523
466.609985352,456.204315186,1040.5670166,0.0223005730659
434.399993896,436.442749023,-204.275512695,-0.00470247492194
435.239990234,436.390533447,-115.054321289,-0.00264346855693
487.059997559,489.645782471,-258.578491211,-0.00530896568671
489.980010986,474.707061768,1527.29492188,0.0311705563217
414.890014648,416.979675293,-208.966064453,-0.00503666186705
494.179992676,489.022125244,515.786743164,0.0104372240603
487.029998779,485.961395264,106.860351562,0.00219412264414
406.850006104,422.847259521,-1599.7253418,-0.0393197834492
548.799987793,541.898071289,690.191650391,0.0125763788819
491.600006104,493.184692383,-158.46862793,-0.00322352768853
595.150024414,597.761047363,-261.102294922,-0.00438716774806
442.859985352,444.034210205,-117.422485352,-0.00265145837329
542.690002441,523.820068359,1886.9934082,0.0347711108625
484.929992676,480.456939697,447.305297852,0.00922412145883
411.029998779,421.969451904,-1093.9453125,-0.0266147311777
427.529998779,425.573577881,195.642089844,0.00457610189915
450.140014648,450.042938232,9.70764160156,0.000215658263187
394.779998779,395.159057617,-37.9058837891,-0.000960177392699
497.690002441,486.822845459,1086.71569824,0.021835193038
487.5,490.044647217,-254.46472168,-0.00521978922188
448.049987793,446.96270752,108.728027344,0.00242669414729
462.170013428,468.302093506,-613.208007812,-0.0132680181414
519.960021973,521.660095215,-170.007324219,-0.0032696230337
446.220001221,451.584838867,-536.483764648,-0.012022853829
404.859985352,409.907684326,-504.769897461,-0.012467764318
493.420013428,486.631988525,678.802490234,0.0137570928782
450.609985352,448.053192139,255.679321289,0.00567407114431
435.320007324,435.294952393,2.50549316406,5.75552039663e-05
517.890014648,508.080810547,980.920410156,0.0189407095313
457.450012207,466.59487915,-914.486694336,-0.0199909638613
413.290008545,424.673248291,-1138.32397461,-0.0275429822505
448.220001221,445.711090088,250.891113281,0.00559749919921
507.470001221,495.145172119,1232.48291016,0.024286814034
444.079986572,450.882293701,-680.230712891,-0.015317752026
449.299987793,453.504486084,-420.449829102,-0.0093578863889
477.230010986,482.379302979,-514.929199219,-0.0107899587601
427.950012207,423.595336914,435.467529297,0.0101756630465
439.630004883,452.94519043,-1331.51855469,-0.0302872546017
518.739990234,503.608001709,1513.19885254,0.0291706621647
431.940002441,429.542327881,239.767456055,0.00555094331503
430.200012207,427.211181641,298.883056641,0.00694753695279
496.519989014,497.512054443,-99.2065429688,-0.00199803733267
431.820007324,428.918792725,290.121459961,0.00671857362613
459.600006104,456.427429199,317.25769043,0.00690290890634
493.440002441,504.802703857,-1136.2701416,-0.0230275243521
418.869995117,416.336212158,253.378295898,0.00604909146205
537.489990234,533.13873291,435.125732422,0.00809551309794
447.309997559,464.872253418,-1756.22558594,-0.0392619334161
560.83001709,569.988952637,-915.893554688,-0.0163310375065
489.559997559,476.49899292,1306.10046387,0.0266790688038
522.890014648,522.810974121,7.90405273438,0.000151160900714
493.190002441,493.893218994,-70.3216552734,-0.00142585323192
536.75,545.907836914,-915.783691406,-0.0170616433024
482.489990234,485.879425049,-338.943481445,-0.00702488096431
471.290008545,481.671813965,-1038.18054199,-0.0220284853131
487.529998779,483.798675537,373.132324219,0.00765352556482
457.929992676,475.478240967,-1754.8248291,-0.0383208096027
473.529998779,478.599853516,-506.985473633,-0.0107065122575
465.119995117,462.079650879,304.034423828,0.00653668772429
484.420013428,487.482116699,-306.210327148,-0.00632117409259
442.190002441,445.22454834,-303.454589844,-0.00686253840104
398.260009766,412.178070068,-1391.80603027,-0.0349471718073
418.019989014,433.201049805,-1518.1060791,-0.0363165922463
467.470001221,471.8175354,-434.753417969,-0.00930013507605
413.390014648,415.030029297,-164.001464844,-0.00396723346785
427.730010986,422.66116333,506.884765625,0.0118505777791
497.720001221,497.804107666,-8.41064453125,-0.000168983460753
445.950012207,435.253753662,1069.62585449,0.0239853300154
484.109985352,492.793731689,-868.374633789,-0.0179375484586
525.840026855,530.13848877,-429.846191406,-0.00817446690053
436.130004883,438.614624023,-248.461914062,-0.00569696910679
494.790008545,494.17779541,61.2213134766,0.00123731908388
523.590026855,514.350097656,923.992919922,0.0176472589374
464.380004883,474.634033203,-1025.40283203,-0.0220811143517
434.559997559,446.353240967,-1179.32434082,-0.0271383542567
427.690002441,430.408905029,-271.890258789,-0.00635718042031
539.590026855,528.604736328,1098.52905273,0.0203585866839
442.480010986,439.212249756,326.776123047,0.00738510489464
460.350006104,463.535400391,-318.539428711,-0.00691950507462
458.140014648,457.683166504,45.6848144531,0.000997180235572
449.809997559,446.744567871,306.54296875,0.00681494362652
449.070007324,444.107086182,496.292114258,0.0110515533015
391.670013428,399.425445557,-775.543212891,-0.0198009349406
423.790008545,429.266784668,-547.677612305,-0.012923325412
433.459991455,432.838165283,62.1826171875,0.00143456412479
500.910003662,506.490325928,-558.032226562,-0.0111403688788
498.390014648,498.784515381,-39.4500732422,-0.000791550206486
532.380004883,513.991149902,1838.88549805,0.0345408432186
442.140014648,443.58114624,-144.11315918,-0.0032594462391
424.649993896,420.176544189,447.344970703,0.0105344392359
454.559997559,470.404998779,-1584.50012207,-0.0348578877747
475.950012207,461.724609375,1422.5402832,0.0298884380609
449.290008545,452.38180542,-309.1796875,-0.00688151689246
455.549987793,448.104827881,744.515991211,0.0163432341069
538.440002441,508.65713501,2978.28662109,0.0553132519126
421.119995117,436.327728271,-1520.77331543,-0.036112587899
442.609985352,453.053314209,-1044.33288574,-0.0235948786139
531.200012207,534.37701416,-317.700195312,-0.0059808017686
510.679992676,521.776916504,-1109.69238281,-0.02172970213
457.769989014,458.402679443,-63.2690429688,-0.00138211424928
423.519989014,430.894470215,-737.448120117,-0.0174123570323
491.670013428,483.486114502,818.389892578,0.0166451055557
469.540008545,478.465667725,-892.565917969,-0.0190093684942
452.640014648,460.234588623,-759.457397461,-0.0167783964425
431.190002441,441.988250732,-1079.8248291,-0.0250429008156
455.850006104,462.293182373,-644.317626953,-0.0141344219446
499.630004883,504.836212158,-520.620727539,-0.0104201249778
455.730010986,458.874847412,-314.483642578,-0.00690065696836
500.760009766,494.541870117,621.813964844,0.0124174049124
401.290008545,413.804779053,-1251.47705078,-0.03118634969
491.910003662,493.125152588,-121.514892578,-0.00247026677243
382.070007324,394.141571045,-1207.15637207,-0.0315951630473
526.090026855,525.538269043,55.17578125,0.00104878970888
524.989990234,513.662963867,1132.70263672,0.0215757004917
455.260009766,461.002410889,-574.240112305,-0.0126134539023
488.760009766,492.888000488,-412.799072266,-0.00844584405422
453.839996338,454.724945068,-88.4948730469,-0.00194991345052
527.359985352,512.506896973,1485.30883789,0.0281649902463
422.390014648,422.363433838,2.65808105469,6.29295464023e-05
415.339996338,418.835693359,-349.569702148,-0.00841647107154
427.670013428,447.214630127,-1954.46166992,-0.0457002259791
414.049987793,419.682128906,-563.214111328,-0.01360256318
415.380004883,428.80569458,-1342.56896973,-0.0323214642704
414.260009766,419.119537354,-485.952758789,-0.0117306215689
425.540008545,429.613311768,-407.330322266,-0.00957208033651
445.049987793,455.448150635,-1039.81628418,-0.02336403355
469.869995117,467.75881958,211.117553711,0.00449310569093
431.410003662,448.447540283,-1703.75366211,-0.0394926778972
402.559997559,406.331787109,-377.178955078,-0.00936950929463
454.040008545,443.257751465,1078.22570801,0.0237473715097
512.289978027,507.747772217,454.220581055,0.0088664740324
508.850006104,515.323059082,-647.305297852,-0.0127209452912
461.059997559,451.102081299,995.791625977,0.0215978752822
479.609985352,484.191223145,-458.123779297,-0.00955200660974
487.049987793,484.985107422,206.488037109,0.00423956569284
468.0,464.556640625,344.3359375,0.00735760573298
528.090026855,535.181945801,-709.191894531,-0.0134293744341
521.179992676,533.669677734,-1248.96850586,-0.0239642448723
409.640014648,406.992889404,264.712524414,0.00646207667887
433.399993896,450.508514404,-1710.85205078,-0.0394751280546
427.130004883,432.52456665,-539.456176758,-0.0126297893003
470.160003662,465.069396973,509.060668945,0.0108273923397
410.929992676,420.101654053,-917.166137695,-0.0223192796111
479.429992676,488.210906982,-878.091430664,-0.0183153208345
495.059997559,506.671630859,-1161.16333008,-0.0234550014138
429.720001221,445.359893799,-1563.98925781,-0.0363955423236
476.149993896,485.482849121,-933.285522461,-0.0196006614715
448.470001221,457.049438477,-857.943725586,-0.0191304590553
561.16998291,554.084960938,708.502197266,0.0126254474744
529.979980469,527.28314209,269.683837891,0.00508856633678
550.140014648,545.565124512,457.489013672,0.00831586495042
406.920013428,416.733673096,-981.365966797,-0.0241169258952
457.130004883,438.389923096,1874.00817871,0.040995080024
497.559997559,503.110809326,-555.081176758,-0.0111560653895
512.619995117,516.028625488,-340.863037109,-0.00664942944422
433.299987793,442.13583374,-883.584594727,-0.0203919820487
531.099975586,530.302185059,79.7790527344,0.00150214752648
547.530029297,532.540039062,1498.99902344,0.0273774769157
509.200012207,512.816833496,-361.682128906,-0.0071029481478
547.66998291,537.432861328,1023.7121582,0.0186921358109
510.779998779,504.964996338,581.500244141,0.0113845542073
558.630004883,558.593322754,3.66821289062,6.56644479022e-05
477.070007324,493.008758545,-1593.87512207,-0.0334096699953
426.480010986,423.839050293,264.096069336,0.00619246065617
434.809997559,429.591339111,521.865844727,0.0120021579787
446.940002441,455.058135986,-811.813354492,-0.0181638114154
462.230010986,467.417419434,-518.740844727,-0.0112225692719
440.720001221,451.478607178,-1075.8605957,-0.0244114305824
463.119995117,470.612640381,-749.264526367,-0.0161786265671
426.070007324,424.401947021,166.806030273,0.00391499092802
513.890014648,513.895324707,-0.531005859375,-1.03330639831e-05
443.079986572,440.551177979,252.880859375,0.00570734124631
478.700012207,472.609863281,609.014892578,0.0127222659066
467.269989014,455.735870361,1153.41186523,0.0246840566397
432.720001221,429.233154297,348.684692383,0.00805797521025
454.019989014,441.012023926,1300.79650879,0.028650643304
434.019989014,444.714508057,-1069.4519043,-0.0246406141669
495.739990234,498.461669922,-272.16796875,-0.00549013540149
425.869995117,420.541259766,532.873535156,0.0125125870109
484.329986572,477.766571045,656.341552734,0.0135515369475
478.279998779,481.014801025,-273.480224609,-0.00571799417958
473.309997559,482.81362915,-950.36315918,-0.0200790856034
496.510009766,497.431427002,-92.1417236328,-0.00185578782111
390.549987793,406.30355835,-1575.35705566,-0.0403368882835
423.410003662,416.004730225,740.52734375,0.0174896046519
440.040008545,435.061004639,497.900390625,0.0113148894161
434.0,438.02520752,-402.520751953,-0.00927467178553
489.459991455,493.286193848,-382.620239258,-0.00781719107181
504.850006104,501.98324585,286.676025391,0.00567843951285
566.409973145,555.852661133,1055.73120117,0.0186389945447
417.950012207,419.349517822,-139.950561523,-0.00334850000218
547.150024414,549.29473877,-214.471435547,-0.0039197918959
416.959991455,422.146606445,-518.661499023,-0.0124391186982
449.829986572,436.429870605,1340.01159668,0.0297892894596
514.989990234,508.401184082,658.880615234,0.0127940466627
517.969970703,502.482696533,1548.72741699,0.0298999454826
491.220001221,487.877990723,334.201049805,0.0068034902215
539.599975586,524.104187012,1549.57885742,0.0287171788514
497.579986572,509.307220459,-1172.72338867,-0.0235685408115
459.5,468.77734375,-927.734375,-0.0201900843531
399.790008545,409.946289062,-1015.62805176,-0.0254040379077
454.779998779,457.59085083,-281.085205078,-0.00618068547919
440.510009766,434.940246582,556.976318359,0.0126438969746
462.570007324,463.375701904,-80.5694580078,-0.00174177868757
495.769989014,500.5078125,-473.782348633,-0.00955649558455
463.480010986,467.240112305,-376.010131836,-0.00811275839806
424.910003662,430.244354248,-533.435058594,-0.0125540718436
546.530029297,539.737487793,679.254150391,0.0124284876511
390.970001221,418.342315674,-2737.23144531,-0.0700112879276
431.179992676,430.070495605,110.949707031,0.00257316464558
561.91998291,560.295593262,162.438964844,0.00289078452624
496.809997559,503.655059814,-684.506225586,-0.0137780280784
464.359985352,475.023132324,-1066.31469727,-0.0229631047696
525.049987793,508.291625977,1675.83618164,0.0319176502526
495.820007324,480.027770996,1579.22363281,0.0318507440388
471.429992676,482.781585693,-1135.15930176,-0.0240790639073
484.640014648,458.00302124,2663.69921875,0.0549624301493
481.309997559,494.271118164,-1296.11206055,-0.0269288420677
541.700012207,542.956542969,-125.653076172,-0.00231960625388
514.710021973,492.928070068,2178.1953125,0.042318880558
380.739990234,389.549072266,-880.908203125,-0.0231367405504
430.769989014,443.361938477,-1259.19494629,-0.0292312595993
525.83001709,512.313293457,1351.67236328,0.0257054995745
550.190002441,549.08190918,110.809326172,0.00201401929371
508.200012207,511.861114502,-366.110229492,-0.00720405764878
512.200012207,503.507537842,869.247436523,0.0169708598405
432.809997559,426.528503418,628.149414062,0.0145132830366
534.010009766,531.736022949,227.398681641,0.00425832252949
437.850006104,447.001281738,-915.127563477,-0.0209004804492
509.630004883,512.032714844,-240.270996094,-0.00471461657435
418.640014648,427.88671875,-924.670410156,-0.0220874827355
534.309997559,525.791748047,851.824951172,0.0159425232559
424.029998779,431.631439209,-760.144042969,-0.0179266575724
400.820007324,419.262542725,-1844.25354004,-0.0460120141506
404.070007324,398.066253662,600.375366211,0.0148582020774
544.799987793,537.489685059,731.030273438,0.0134183242917
524.16998291,515.643188477,852.679443359,0.0162672307342
480.149993896,479.323944092,82.6049804688,0.00172039947938
504.480010986,494.324157715,1015.58532715,0.0201313290745
429.059997559,422.000701904,705.92956543,0.0164529327303
511.339996338,519.771911621,-843.19152832,-0.0164898410439
454.600006104,458.081726074,-348.17199707,-0.00765886483714
421.670013428,430.473083496,-880.307006836,-0.0208766795695
465.75,469.977966309,-422.796630859,-0.00907775945961
471.950012207,470.951568604,99.8443603516,0.00211557070725
468.320007324,454.456756592,1386.32507324,0.0296020898968
482.269989014,483.225616455,-95.5627441406,-0.00198151962832
489.209991455,489.197814941,1.21765136719,2.48901578743e-05
530.239990234,518.089538574,1215.04516602,0.0229150038213
491.839996338,489.762420654,207.757568359,0.00422408850864
447.200012207,450.123321533,-292.330932617,-0.00653691682965
535.489990234,543.190673828,-770.068359375,-0.0143806301057
535.41998291,519.060180664,1635.98022461,0.0305550843477
443.279998779,444.601593018,-132.159423828,-0.00298139825463
512.559997559,512.066650391,49.3347167969,0.000962515943684
447.299987793,448.084960938,-78.4973144531,-0.001754914294
419.299987793,431.732696533,-1243.27087402,-0.0296511072665
423.019989014,425.347442627,-232.745361328,-0.00550199439749
476.109985352,478.880340576,-277.035522461,-0.00581872928888
457.660003662,456.919464111,74.0539550781,0.00161809974816
446.100006104,448.604217529,-250.421142578,-0.00561356497929
477.040008545,481.220367432,-418.035888672,-0.00876312050968
443.660003662,441.290649414,236.935424805,0.00534047279507
477.179992676,474.568084717,261.190795898,0.00547363236547
412.779998779,405.486450195,729.354858398,0.0176693368703
501.049987793,499.031951904,201.803588867,0.00402761390433
498.950012207,485.882537842,1306.74743652,0.0261899475008
461.940002441,459.486846924,245.315551758,0.00531054986641
452.890014648,459.674621582,-678.460693359,-0.0149806942791
446.510009766,449.175140381,-266.513061523,-0.00596880353987
490.730010986,486.178131104,455.187988281,0.00927573163062
429.119995117,439.504180908,-1038.4185791,-0.0241987928748
507.25,502.735412598,451.458740234,0.00890012271702
436.820007324,438.153015137,-133.30078125,-0.00305161811411
566.849975586,570.39666748,-354.669189453,-0.00625684391707
424.850006104,428.127990723,-327.798461914,-0.00771562801674
469.5,474.911560059,-541.156005859,-0.0115262195468
452.700012207,445.357879639,734.213256836,0.0162185393274
494.0,494.043426514,-4.34265136719,-8.79079234437e-05
501.290008545,508.409790039,-711.978149414,-0.0142029188573
431.570007324,438.898712158,-732.870483398,-0.016981497407
457.119995117,464.496887207,-737.689208984,-0.0161377582699
456.410003662,459.892456055,-348.245239258,-0.00763009674847
552.099975586,569.089355469,-1698.93798828,-0.0307722892612
575.159973145,565.395812988,976.416015625,0.0169764254242
410.820007324,421.738067627,-1091.80603027,-0.0265762619674
457.899993896,442.313781738,1558.62121582,0.0340384617448
420.709991455,428.120697021,-741.070556641,-0.0176147595048
549.229980469,549.549743652,-31.9763183594,-0.000582202686928
443.809997559,438.292449951,551.754760742,0.0124322287738
446.839996338,449.486114502,-264.611816406,-0.00592184718698
455.140014648,445.50189209,963.812255859,0.0211761705577
490.850006104,485.438568115,541.143798828,0.0110246269032
527.099975586,520.956359863,614.361572266,0.011655503884
421.329986572,419.494842529,183.514404297,0.00435559777543
488.859985352,495.436645508,-657.666015625,-0.0134530551732
